ID,Sana,Xizmat_turi,Sektor,Mintaqa,Kredit_ball,Yosh,Tajriba_yil,DSR,Joriy_kreditlar,Oldingi_default,Garov_sifati,Mulk_turi,LTV,Leverage,Foyda_stavkasi,Muddat_oy,Garov_qiymati_UZS,Moliyalash_UZS,Likvidlik,Kapital_ulushi,Sharia_audit,Gharar_darajasi,Maysir_ekspozitsiyasi,Halal_sertifikat,PLS_ulushi,Sharia_maslahatlari,Ijara_sertifikat,Sukuk_daraja,Volatillik,Inflyatsiya,YIM_osish,Valyuta_tebranishi,Sektor_osish,Bank_indeksi,Likvidlik_muhiti,Credit_LTV_ratio,Gharar_maysir,Risk_adj_ret,DSR_LTV,Macro_stress,Prev_default_rate,Sharia_adj_signal,PD,LGD,EAD_UZS,EL_UZS,VaR_95_kunlik,Sharpe_nisbati,Default
TXN-2024-0060,2024-03-28,Murabaha,Xizmat,Samarqand,668,48,14.6,0.565,1,0,5,Tovar,0.6068,1.313,0.1715,24,113537941,41036155,0.3924,0.3691,0.8166,0.1208,0.4,1,0.4041,1,0,,0.1175,0.0665,0.0604,0.25,0.025,0.8934,0.56,1098.9913,0.5208,1.4481,0.3429,0.256,0.0,0.3913,0.0444,0.45,41036155,820792,-0.0122,0.3536,1
TXN-2022-0061,2022-01-29,Murabaha,Qurilish,Namangan,760,42,9.1,0.5966,1,0,4,Ko'chmas mulk,0.8783,0.204,0.2068,36,155278939,417594137,0.7375,0.3355,0.7748,0.191,0.0472,1,0.2282,2,0,,0.0982,0.108,0.0983,0.25,0.0429,0.9765,0.5651,864.2854,0.2382,2.0848,0.524,0.2597,0.0,0.5902,0.0521,0.45,417594137,9799396,-0.0102,0.7822,0
TXN-2024-0062,2024-12-13,Murabaha,Qurilish,Toshkent,533,58,8.4,0.4309,1,0,3,Sanoat uskunasi,0.4399,2.866,0.2156,24,141617579,136412839,0.7691,0.3609,0.8498,0.009,0.2343,1,0.6345,2,0,,0.0653,0.14,0.0243,0.25,0.0443,1.0769,0.7893,1208.7642,0.2433,3.2544,0.1896,0.3657,0.0,0.643,0.0584,0.45,136412839,3587273,-0.0068,1.3117,0
TXN-2021-0063,2021-05-23,Ijara,Xizmat,Toshkent,388,49,5.6,0.3893,2,0,3,Ko'chmas mulk,0.6297,2.369,0.1432,48,338884361,28562826,0.6512,0.4106,0.8081,0.5,0.0789,1,0.7158,4,1,,0.1036,0.0912,0.0884,0.25,0.0885,1.0362,0.7958,615.1692,0.5789,1.3688,0.2451,0.2528,0.0,0.3403,0.1787,0.35,28562826,1786574,-0.0107,0.1276,0
TXN-2021-0064,2021-04-04,Murabaha,Ishlab chiqarish,Boshqa,660,49,5.9,0.1783,3,0,4,Transport,0.682,2.573,0.0941,24,212587646,118987140,0.7559,0.5648,0.7652,0.1937,0.1047,1,0.6604,0,0,,0.0572,0.1106,0.074,0.25,0.0483,1.0887,0.8202,966.3487,0.2983,1.6176,0.1216,0.2866,0.0,0.5369,0.0504,0.45,118987140,2697741,-0.0059,-0.6266,0
TXN-2024-0065,2024-09-16,Murabaha,Savdo,Toshkent,798,24,6.1,0.2644,1,0,4,Tovar,0.6972,4.198,0.1542,72,401798928,24504553,0.534,0.2101,0.7252,0.2883,0.045,1,0.6604,1,0,,0.1263,0.1034,0.0593,0.25,0.0929,0.9608,0.2,1143.001,0.3333,1.2111,0.1843,0.2941,0.0,0.4835,0.0334,0.45,24504553,367776,-0.0131,0.1917,0
TXN-2022-0066,2022-04-12,Musharaka,Ishlab chiqarish,Samarqand,750,45,5.9,0.4403,2,0,2,Sanoat uskunasi,0.8972,0.845,0.1591,36,355293755,348465706,0.5499,0.5621,0.9409,0.0315,0.0504,1,0.501,4,0,,0.226,0.1098,0.0988,0.1466,0.0565,1.0268,0.434,835.0493,0.0819,0.701,0.395,0.1576,0.0,0.8638,0.1834,0.6,348465706,38347354,-0.0234,0.1289,0
TXN-2022-0067,2022-08-16,Murabaha,Savdo,Buxoro,662,37,4.8,0.4399,1,0,2,Tovar,0.4903,2.826,0.1601,72,701297952,78439946,0.5543,0.5633,0.6753,0.1585,0.0589,1,0.7917,0,0,,0.0782,0.0777,0.0345,0.0918,0.0612,0.9894,0.6436,1347.5502,0.2174,2.0216,0.2157,0.1349,0.0,0.5285,0.0926,0.45,78439946,3269496,-0.0081,0.3846,0
TXN-2021-0068,2021-06-13,Ijara,Ishlab chiqarish,Buxoro,603,32,25.8,0.6288,1,0,4,Ko'chmas mulk,0.5583,3.4,0.0981,24,260819335,152686060,0.7398,0.4235,0.8114,0.061,0.146,0,0.1202,4,1,,0.0772,0.0889,0.03,0.1357,0.0933,0.9784,0.8282,1078.2174,0.207,1.2537,0.3511,0.1946,0.0,0.6435,0.0468,0.35,152686060,2503377,-0.008,-0.413,0
TXN-2022-0069,2022-04-22,Murabaha,Savdo,Samarqand,713,39,7.9,0.4455,1,0,3,Tovar,0.5598,0.462,0.1621,48,213569766,88378899,0.7118,0.4847,0.859,0.196,0.0219,1,0.1197,4,0,,0.1067,0.0763,0.077,0.25,-0.0075,1.017,0.7348,1271.3644,0.2178,1.5051,0.2494,0.2493,0.0,0.6719,0.0432,0.45,88378899,1718125,-0.0111,0.3006,0
TXN-2021-0070,2021-07-26,Sukuk,Qurilish,Buxoro,562,47,9.0,0.7184,3,0,4,Ko'chmas mulk,0.586,7.87,0.1184,48,258785359,129027373,0.6768,0.4727,0.9148,0.1439,0.1008,1,0.4265,6,0,AA,0.0861,0.0817,0.0447,0.25,0.0935,1.25,0.6909,957.3483,0.2446,1.3592,0.421,0.287,0.0,0.691,0.0375,0.28,129027373,1355066,-0.0089,-0.135,0
TXN-2023-0071,2023-02-18,Ijara,Savdo,Samarqand,685,43,12.4,0.3519,0,0,4,Transport,0.8054,1.039,0.129,36,50000000,260435706,0.4704,0.169,0.5928,0.1364,0.2458,1,0.4497,5,1,,0.0804,0.0984,0.0397,0.0855,0.0784,0.9571,0.3179,849.4034,0.3822,1.5845,0.2835,0.1442,0.0,0.3663,0.058,0.35,260435706,5282579,-0.0083,-0.0128,0
TXN-2022-0072,2022-07-24,Murabaha,Xizmat,Samarqand,687,29,1.5,0.3087,0,0,4,Transport,0.8433,3.127,0.1575,72,195488433,111750166,0.24,0.6,0.652,0.0417,0.2589,1,0.5436,2,0,,0.1494,0.1175,0.0556,0.25,0.0417,0.9817,0.6914,813.6768,0.3005,1.0474,0.2604,0.3119,0.0,0.456,0.0804,0.45,111750166,4040915,-0.0155,0.1842,0
TXN-2023-0073,2023-07-18,Murabaha,Ishlab chiqarish,Buxoro,735,45,0.5,0.4857,1,0,2,Sanoat uskunasi,0.7662,3.506,0.17,36,352351271,219220166,0.6316,0.1544,0.7846,0.1839,0.0174,1,0.4198,2,0,,0.1337,0.0872,0.0414,0.25,0.0744,1.0234,0.4702,958.0714,0.2013,1.2618,0.3722,0.2958,0.0,0.6267,0.1162,0.45,219220166,11463850,-0.0139,0.2992,0
TXN-2024-0074,2024-07-25,Ijara,Ishlab chiqarish,Toshkent,850,31,4.0,0.5103,0,0,2,Ko'chmas mulk,0.7526,1.753,0.0979,24,204360279,20713380,0.5405,0.6,0.6226,0.1013,0.0319,0,0.3173,2,1,,0.152,0.1023,0.0462,0.25,0.0829,1.0466,0.29,1127.8726,0.1332,0.64,0.384,0.3061,0.0,0.5397,0.0538,0.35,20713380,390068,-0.0158,-0.211,0
TXN-2023-0075,2023-01-18,Ijara,Ishlab chiqarish,Andijon,678,40,4.3,0.3323,1,0,4,Transport,0.4642,0.344,0.1298,84,210077259,60877561,0.8809,0.3569,0.7343,0.213,0.1866,1,0.1108,2,1,,0.1329,0.1125,0.0525,0.25,0.0678,1.0744,0.7125,1457.4022,0.3997,0.9688,0.1543,0.31,0.0,0.4408,0.0225,0.35,60877561,478638,-0.0138,-0.0018,0
TXN-2021-0076,2021-11-30,Ijara,Ishlab chiqarish,Andijon,601,34,10.6,0.6738,3,0,4,Sanoat uskunasi,0.768,0.806,0.1182,36,203366925,153940522,0.7404,0.4953,0.838,0.0279,0.1801,1,0.4433,2,1,,0.1316,0.0981,0.047,0.25,0.0807,0.9667,0.7206,781.5743,0.208,0.8913,0.5175,0.3011,0.0,0.6637,0.0495,0.35,153940522,2664624,-0.0136,-0.0897,0
TXN-2023-0077,2023-01-29,Ijara,Ishlab chiqarish,Toshkent,642,35,3.5,0.4063,3,0,2,Sanoat uskunasi,0.6192,0.667,0.1542,24,630177257,89746180,0.8142,0.3812,0.9319,0.17,0.104,1,0.206,1,1,,0.0914,0.1233,0.055,0.25,0.0732,0.9031,0.6369,1035.2038,0.274,1.6692,0.2516,0.3182,0.0,0.6765,0.0413,0.35,89746180,1298423,-0.0095,0.2647,0
TXN-2022-0078,2022-12-29,Murabaha,Xizmat,Toshkent,494,45,5.1,0.3384,2,0,3,Transport,0.5148,1.828,0.1723,36,286690231,337543181,0.5746,0.3381,0.7623,0.105,0.0284,1,0.6048,4,0,,0.1664,0.0999,0.0508,0.25,0.0672,1.0085,0.8511,957.6747,0.1334,1.0295,0.1742,0.2991,0.0,0.6606,0.1609,0.45,337543181,24435200,-0.0172,0.2544,0
TXN-2022-0079,2022-03-06,Murabaha,Savdo,Samarqand,585,27,4.5,0.6719,2,0,5,Transport,0.3969,0.757,0.1179,48,221534971,266629884,0.7639,0.4905,0.8,0.0954,0.0633,1,0.6768,2,0,,0.1586,0.0659,0.0529,0.2243,0.0705,1.0929,0.558,1470.0798,0.1587,0.739,0.2667,0.2374,0.0,0.673,0.05,0.45,266629884,5995709,-0.0164,-0.0761,0
TXN-2024-0080,2024-10-04,Murabaha,Ishlab chiqarish,Buxoro,610,57,0.5,0.4254,3,0,5,Moliyaviy aktiv,0.3413,1.978,0.1689,36,1040879380,385431502,0.9102,0.518,0.7262,0.2559,0.0309,1,0.4847,3,0,,0.1167,0.1189,0.0563,0.1694,0.0664,1.0921,0.5751,1782.0246,0.2869,1.4348,0.1452,0.232,0.0,0.5179,0.0319,0.45,385431502,5535563,-0.0121,0.3335,0
TXN-2022-0081,2022-07-01,Sukuk,Qishloq xo'jaligi,Namangan,600,21,5.7,0.5209,1,0,3,Moliyaviy aktiv,0.5722,0.85,0.1351,48,110555718,159011352,0.4501,0.331,0.643,0.0371,0.2851,1,0.2221,3,0,AA,0.0876,0.0789,0.0491,0.1082,0.0579,0.8,0.2928,1046.8222,0.3223,1.5237,0.2981,0.138,0.0,0.4357,0.041,0.28,159011352,1824764,-0.0091,0.0577,0
TXN-2024-0082,2024-12-08,Musharaka,Savdo,Samarqand,657,32,10.6,0.5544,3,0,2,Transport,0.5549,0.002,0.2054,48,161377857,88197485,0.8432,0.2286,0.7878,0.2736,0.0774,1,0.4801,1,0,,0.2081,0.1218,0.0688,0.201,0.1186,0.9674,0.432,1181.9001,0.351,0.9824,0.3076,0.254,0.0,0.5113,0.2698,0.6,88197485,14278165,-0.0216,0.3625,0
TXN-2024-0083,2024-10-31,Murabaha,Qishloq xo'jaligi,Toshkent,575,41,1.0,0.7235,0,0,3,Transport,0.4649,1.128,0.1278,24,126863354,227855645,0.64,0.3953,0.8169,0.1319,0.0218,1,0.3126,3,0,,0.1185,0.1218,0.0417,0.2275,-0.0078,1.006,0.6214,1234.1994,0.1536,1.0688,0.3363,0.3076,0.0,0.6914,0.0968,0.45,227855645,9922558,-0.0123,-0.0189,0
TXN-2024-0084,2024-08-20,Murabaha,Ishlab chiqarish,Samarqand,740,43,5.4,0.1939,2,2,3,Sanoat uskunasi,0.6483,2.334,0.0974,36,153052421,70931375,0.7886,0.1727,0.7324,0.0985,0.1157,1,0.5385,3,0,,0.1146,0.0821,0.0674,0.2157,0.0668,1.0788,0.7732,1139.6569,0.2142,0.8427,0.1257,0.2303,0.9995,0.5755,0.0524,0.45,70931375,1673144,-0.0119,-0.2845,0
TXN-2021-0085,2021-05-27,Murabaha,Qishloq xo'jaligi,Boshqa,645,36,5.4,0.4778,1,1,3,Ko'chmas mulk,0.2455,3.715,0.0614,48,513096988,121115820,0.5091,0.4134,0.8207,0.1592,0.0691,0,0.4194,4,0,,0.1677,0.1369,0.0577,0.201,0.0734,1.0795,0.573,2616.9432,0.2284,0.3637,0.1173,0.2802,0.999,0.6333,0.055,0.45,121115820,2995911,-0.0174,-0.4093,0
TXN-2024-0086,2024-06-01,Murabaha,Ishlab chiqarish,Andijon,644,37,1.1,0.6964,0,0,4,Ko'chmas mulk,0.4462,0.072,0.1847,48,132779997,197488484,0.3604,0.5252,0.8765,0.1102,0.1288,1,0.4879,2,0,,0.0939,0.1379,0.0367,0.25,0.0902,0.9543,0.5384,1439.9241,0.239,1.9475,0.3107,0.3512,0.0,0.667,0.0559,0.45,197488484,4968084,-0.0097,0.5832,0
TXN-2024-0087,2024-07-24,Ijara,Qishloq xo'jaligi,Namangan,617,42,0.8,0.5545,1,0,4,Ko'chmas mulk,0.5495,0.747,0.0795,12,247014052,90587585,0.5106,0.5075,0.6086,0.1059,0.2064,1,0.4341,0,0,,0.1275,0.0617,0.0594,0.1534,0.0589,1.1263,0.7856,1120.8883,0.3123,0.6187,0.3047,0.1558,0.0,0.4186,0.0495,0.35,90587585,1569457,-0.0132,-0.3961,0
TXN-2021-0088,2021-12-17,Musharaka,IT,Boshqa,658,35,23.5,0.2409,1,0,2,Ko'chmas mulk,0.6161,10.577,0.1191,36,322283866,790080842,0.7377,0.2714,0.9401,0.4616,0.2395,1,0.4466,2,0,,0.2419,0.0875,0.0682,0.25,0.0721,1.0054,0.7783,1066.3173,0.7011,0.4903,0.1484,0.2692,0.0,0.281,0.3006,0.6,790080842,142519117,-0.0251,-0.0451,0
TXN-2023-0089,2023-12-30,Sukuk,Ishlab chiqarish,Samarqand,715,51,3.0,0.6356,2,0,5,Sanoat uskunasi,0.4824,0.759,0.1026,72,367174954,245801885,0.8063,0.2294,0.8537,0.2473,0.0678,1,0.4097,3,0,AAA,0.0685,0.0947,0.0535,0.25,0.0786,1.0354,0.8145,1479.1084,0.3151,1.4771,0.3066,0.2913,0.0,0.5847,0.0061,0.28,245801885,418797,-0.0071,-0.4001,0
TXN-2022-0090,2022-05-17,Musharaka,Qurilish,Namangan,571,46,1.5,0.2113,3,0,4,Transport,0.4111,3.754,0.1988,60,163273557,77984054,0.8547,0.1298,0.6801,0.1162,0.0943,1,0.6191,5,0,,0.199,0.095,0.0269,0.25,0.0717,1.0646,0.7332,1385.535,0.2105,0.9939,0.0869,0.3181,0.0,0.5369,0.0937,0.6,77984054,4382095,-0.0206,0.3457,0
TXN-2021-0091,2021-12-01,Murabaha,Qishloq xo'jaligi,Toshkent,589,46,1.1,0.3179,4,0,4,Ko'chmas mulk,0.5722,1.78,0.1989,48,339610101,290238984,0.6109,0.2641,0.842,0.1193,0.2164,0,0.4245,2,0,,0.081,0.128,0.0592,0.25,0.0517,0.9983,0.8537,1027.5297,0.3357,2.4262,0.1819,0.3188,0.0,0.5593,0.0442,0.45,290238984,5773014,-0.0084,0.8503,0
TXN-2023-0092,2023-08-05,Ijara,Qurilish,Toshkent,619,28,6.6,0.3772,3,0,5,Moliyaviy aktiv,0.5261,0.326,0.1311,12,183922215,465478365,0.6499,0.6,0.7832,0.0402,0.1781,1,0.1032,2,1,,0.1067,0.0701,0.0655,0.25,0.0438,1.1131,0.7734,1174.4594,0.2183,1.2166,0.1984,0.2546,0.0,0.6123,0.018,0.35,465478365,2928857,-0.0111,0.01,0
TXN-2023-0093,2023-02-17,Ijara,Xizmat,Andijon,530,37,5.6,0.2485,1,0,4,Tovar,0.5429,2.578,0.112,48,243976782,51641274,0.738,0.3111,0.6898,0.2061,0.4,1,0.5616,1,1,,0.1138,0.0941,0.0565,0.25,0.0265,0.9822,0.7225,974.4261,0.6061,0.9753,0.1349,0.2876,0.0,0.2717,0.0677,0.35,51641274,1223083,-0.0118,-0.1586,0
TXN-2022-0094,2022-07-07,Musharaka,Savdo,Toshkent,575,34,6.2,0.4151,3,0,5,Tovar,0.5917,8.479,0.164,12,127232960,363521597,0.5936,0.2594,0.5162,0.2195,0.083,1,0.2879,2,0,,0.2899,0.1338,0.0245,0.25,0.0578,1.0559,0.7123,970.0629,0.3024,0.5638,0.2456,0.3593,0.0,0.3601,0.2127,0.6,363521597,46389216,-0.03,0.1172,1
TXN-2024-0095,2024-08-03,Ijara,Xizmat,Buxoro,604,27,0.6,0.2945,2,1,3,Transport,0.9218,5.447,0.0745,48,110422979,61349716,0.613,0.2233,0.7918,0.0713,0.1821,1,0.6294,0,1,,0.1241,0.0951,0.0529,0.25,0.0759,1.0228,0.5054,654.505,0.2534,0.5956,0.2715,0.2921,0.4998,0.5911,0.0829,0.35,61349716,1779380,-0.0129,-0.447,0
TXN-2024-0096,2024-11-10,Musharaka,Qurilish,Buxoro,719,41,13.4,0.7044,0,1,3,Ko'chmas mulk,0.6032,2.93,0.2665,48,299690196,147512021,0.7602,0.5527,0.6436,0.1224,0.0176,1,0.1155,4,0,,0.2898,0.1182,0.0496,0.25,0.0939,0.9996,0.5128,1189.968,0.1401,0.9162,0.4249,0.3186,1000.0,0.5535,0.245,0.6,147512021,21685526,-0.03,0.4708,0
TXN-2024-0097,2024-02-15,Musharaka,Savdo,Andijon,667,32,3.0,0.3801,2,0,4,Ko'chmas mulk,0.4493,1.794,0.2332,36,1016025472,167754601,0.7357,0.6,0.7919,0.22,0.1733,1,0.3911,3,0,,0.2494,0.0662,0.0341,0.25,0.0798,0.936,0.7628,1481.0863,0.3932,0.9314,0.1708,0.2821,0.0,0.4805,0.0901,0.6,167754601,9067968,-0.0258,0.4138,1
TXN-2022-0098,2022-03-26,Musharaka,Xizmat,Toshkent,661,44,2.3,0.5332,2,0,4,Ko'chmas mulk,0.6779,0.962,0.1966,12,199359583,93574831,0.7167,0.5881,0.8647,0.1187,0.0154,1,0.4553,1,0,,0.2196,0.137,0.0734,0.25,0.0373,1.1843,0.6617,973.7003,0.1341,0.891,0.3614,0.3136,0.0,0.7488,0.161,0.6,93574831,9040751,-0.0228,0.3032,0
TXN-2024-0099,2024-11-03,Murabaha,Ishlab chiqarish,Andijon,717,27,3.7,0.6619,1,0,3,Ko'chmas mulk,0.413,1.104,0.1973,48,238535270,93364272,0.8853,0.2565,0.9647,0.0985,0.1994,1,0.6669,1,0,,0.1068,0.131,0.0794,0.25,0.0696,0.9718,0.55,1732.0482,0.2978,1.8305,0.2734,0.3016,0.0,0.6774,0.0334,0.45,93364272,1405279,-0.0111,0.6302,0
TXN-2022-0100,2022-10-27,Murabaha,Savdo,Buxoro,633,55,3.0,0.4608,4,0,4,Tovar,0.8302,1.062,0.183,60,351435221,81517222,0.281,0.6,0.8202,0.1275,0.0256,1,0.3289,5,0,,0.1114,0.0986,0.0374,0.2184,0.0681,0.8912,0.711,761.5059,0.1531,1.6284,0.3826,0.2796,0.0,0.6947,0.0585,0.45,81517222,2146235,-0.0115,0.4758,0
TXN-2021-0101,2021-04-25,Murabaha,Qurilish,Samarqand,678,29,12.0,0.6981,1,3,1,Boshqa,0.5775,6.38,0.1616,48,460505689,101677548,0.657,0.2363,0.5981,0.5,0.4,1,0.6569,2,0,,0.1245,0.0899,0.0729,0.25,0.0468,1.0026,0.5679,1171.9558,0.9,1.2873,0.4031,0.2669,2.997,0.0598,0.3452,0.45,101677548,15795654,-0.0129,0.2536,0
TXN-2022-0102,2022-04-15,Musharaka,Qishloq xo'jaligi,Toshkent,636,40,15.9,0.5323,2,0,4,Tovar,0.4211,0.593,0.178,48,474756587,74003439,0.6635,0.3497,0.9412,0.3655,0.1658,1,0.3057,2,0,,0.2846,0.106,0.0604,0.1534,0.0556,0.9777,0.4406,1506.7221,0.5313,0.6232,0.2242,0.1991,0.0,0.4411,0.1602,0.6,74003439,7111978,-0.0295,0.1686,0
TXN-2021-0103,2021-03-07,Murabaha,Xizmat,Toshkent,667,45,2.2,0.4741,1,2,3,Sanoat uskunasi,0.6838,1.187,0.1415,12,337029895,323479728,0.4874,0.5268,0.6511,0.188,0.0819,1,0.4783,0,0,,0.1333,0.0913,0.0487,0.1892,0.073,1.0873,0.6535,973.9474,0.2699,1.0536,0.3242,0.2318,1.998,0.4754,0.0938,0.45,323479728,13650466,-0.0138,0.0864,0
TXN-2022-0104,2022-10-09,Musharaka,Qurilish,Boshqa,595,32,12.0,0.3888,3,0,4,Sanoat uskunasi,0.4362,1.414,0.0913,48,220254231,53019763,0.8298,0.6,0.8404,0.2118,0.0263,1,0.7346,1,0,,0.1499,0.1165,0.077,0.25,0.0655,1.0807,0.7978,1361.0064,0.2381,0.6049,0.1696,0.2895,0.0,0.6403,0.0762,0.6,53019763,2425166,-0.0155,-0.2581,0
TXN-2023-0105,2023-04-02,Sukuk,Qishloq xo'jaligi,Toshkent,437,46,9.1,0.2072,2,0,4,Tovar,0.4443,1.314,0.1268,48,367859747,522438010,0.846,0.5078,0.8553,0.1357,0.0534,0,0.2783,1,0,A,0.0717,0.0881,0.0523,0.1048,0.0959,0.8954,0.2,981.3466,0.1891,1.745,0.092,0.1405,0.0,0.6936,0.0213,0.28,522438010,3113664,-0.0074,-0.0442,0
TXN-2022-0106,2022-07-03,Murabaha,Xizmat,Samarqand,633,25,16.0,0.3732,1,0,5,Moliyaviy aktiv,0.6636,0.011,0.1321,36,309397296,135170908,0.8208,0.5149,0.8111,0.1096,0.1846,1,0.2986,1,0,,0.0967,0.0725,0.0529,0.25,0.0619,1.027,0.6076,952.4734,0.2942,1.353,0.2476,0.2696,0.0,0.5725,0.0384,0.45,135170908,2335404,-0.01,0.0222,0
TXN-2021-0107,2021-05-16,Murabaha,Qurilish,Toshkent,765,52,1.7,0.2651,1,0,3,Sanoat uskunasi,0.6922,0.79,0.1826,48,235958833,34248165,0.8531,0.4248,0.7848,0.2134,0.2377,1,0.439,2,0,,0.1124,0.1148,0.0416,0.1385,0.0454,0.9487,0.2552,1103.5888,0.4511,1.6103,0.1835,0.2117,0.0,0.4307,0.0386,0.45,34248165,595226,-0.0116,0.4682,0
TXN-2022-0108,2022-03-09,Ijara,Ishlab chiqarish,Samarqand,723,38,5.2,0.5766,3,1,5,Ko'chmas mulk,0.6973,1.726,0.142,48,423077889,254924054,0.5697,0.5741,0.7433,0.1524,0.0631,1,0.7861,1,0,,0.1046,0.0781,0.05,0.25,0.0497,0.9101,0.5984,1035.4073,0.2155,1.3445,0.4021,0.2781,0.3332,0.5831,0.0217,0.35,254924054,1938526,-0.0108,0.1147,0
TXN-2024-0109,2024-03-07,Murabaha,Qishloq xo'jaligi,Boshqa,727,32,1.9,0.285,1,0,2,Ko'chmas mulk,0.8297,3.573,0.1441,48,316158837,113088176,0.8363,0.4866,0.7656,0.1111,0.2879,1,0.5658,1,0,,0.092,0.1001,0.0591,0.25,0.0345,0.87,0.2643,875.1837,0.399,1.5494,0.2364,0.291,0.0,0.4601,0.0905,0.45,113088176,4604416,-0.0095,0.1529,0
TXN-2022-0110,2022-10-07,Murabaha,Savdo,Toshkent,750,35,10.4,0.4229,2,1,4,Sanoat uskunasi,0.9424,2.107,0.1736,24,160796907,64394297,0.4403,0.3907,0.8803,0.1447,0.0621,1,0.5911,5,0,,0.1175,0.1297,0.0577,0.2202,0.0438,1.0048,0.8165,795.0231,0.2068,1.4648,0.3985,0.2922,0.4998,0.6982,0.0403,0.45,64394297,1168479,-0.0122,0.3712,0
TXN-2022-0111,2022-03-12,Murabaha,IT,Samarqand,652,46,0.5,0.5073,1,0,3,Ko'chmas mulk,0.378,1.215,0.1088,24,129144628,116873767,0.5404,0.1528,0.5742,0.053,0.0732,1,0.3904,4,0,,0.1118,0.0717,0.0538,0.25,0.0799,1.0083,0.4464,1720.2094,0.1261,0.9647,0.1918,0.2679,0.0,0.5018,0.0641,0.45,116873767,3370638,-0.0116,-0.1895,0
TXN-2024-0112,2024-09-04,Murabaha,Xizmat,Namangan,661,32,5.0,0.2693,2,0,5,Moliyaviy aktiv,0.6229,2.735,0.081,120,94208252,86319545,0.6382,0.2688,0.7796,0.4393,0.0673,1,0.6099,2,0,,0.1217,0.0698,0.0465,0.25,0.05,0.8777,0.549,1059.4107,0.5066,0.6603,0.1678,0.2733,0.0,0.3846,0.0396,0.45,86319545,1539626,-0.0126,-0.4022,0
TXN-2023-0113,2023-10-20,Sukuk,Savdo,Toshkent,592,30,2.5,0.4081,3,1,4,Sanoat uskunasi,0.2782,2.741,0.0962,36,139050980,365477568,0.5876,0.2156,0.5654,0.068,0.1667,0,0.496,1,0,A,0.072,0.0954,0.0543,0.0606,0.0244,1.1284,0.3317,2120.4392,0.2347,1.3179,0.1135,0.1017,0.3332,0.4327,0.0136,0.28,365477568,1389486,-0.0075,-0.4692,0
TXN-2023-0114,2023-03-22,Ijara,Savdo,Toshkent,618,35,2.3,0.3287,1,0,5,Sanoat uskunasi,0.433,0.712,0.1331,12,249241379,85930287,0.7181,0.4803,0.778,0.0488,0.1162,1,0.2502,2,1,,0.0678,0.0982,0.0481,0.25,0.0818,0.9527,0.3878,1423.9193,0.1649,1.9366,0.1423,0.3001,0.0,0.6497,0.0152,0.35,85930287,457674,-0.007,0.0464,0
TXN-2024-0115,2024-08-09,Musharaka,Savdo,Andijon,697,26,6.2,0.429,4,0,2,Ko'chmas mulk,0.5111,0.274,0.2316,72,452586569,58727788,0.691,0.3163,0.8045,0.4105,0.174,0,0.3246,2,0,,0.1109,0.1127,0.0782,0.1566,0.0481,0.9057,0.856,1360.9557,0.5845,2.07,0.2193,0.1912,0.0,0.3343,0.262,0.6,58727788,9230620,-0.0115,0.916,0
TXN-2023-0116,2023-07-29,Sukuk,IT,Buxoro,747,56,11.4,0.6863,2,0,5,Transport,0.7824,4.064,0.1023,24,228198666,90359585,0.6038,0.2352,0.7371,0.3106,0.2397,0,0.1196,3,0,AAA,0.0664,0.137,0.0454,0.25,0.0843,1.049,0.4448,953.5255,0.5503,1.518,0.537,0.3415,0.0,0.3315,0.0244,0.28,90359585,617117,-0.0069,-0.4167,0
TXN-2021-0117,2021-10-20,Ijara,Savdo,Namangan,633,32,5.6,0.2594,3,0,3,Transport,0.7075,1.886,0.093,36,292122762,74087200,0.6919,0.5863,0.6437,0.1944,0.0594,1,0.267,0,1,,0.0928,0.0667,0.0278,0.0908,0.0817,0.8,0.6551,893.4155,0.2538,0.991,0.1835,0.1298,0.0,0.4803,0.0847,0.35,74087200,2195738,-0.0096,-0.399,0
TXN-2022-0118,2022-06-27,Murabaha,Xizmat,Toshkent,606,46,11.5,0.2282,2,0,1,Sanoat uskunasi,0.5549,0.486,0.1922,24,351029205,315468685,0.5429,0.4091,0.8581,0.2463,0.0144,1,0.4992,4,0,,0.1104,0.0989,0.032,0.25,0.0489,0.9179,0.4523,1090.1131,0.2607,1.7245,0.1266,0.3169,0.0,0.6344,0.1625,0.45,315468685,23064902,-0.0114,0.5629,0
TXN-2021-0119,2021-10-13,Sukuk,Savdo,Samarqand,645,40,1.8,0.3044,6,1,3,Transport,0.4906,0.76,0.0911,84,117984341,170856696,0.2148,0.1659,0.7972,0.0445,0.3822,0,0.376,3,0,BBB,0.0902,0.0626,0.0838,0.25,0.0525,1.1104,0.5325,1311.9837,0.4267,0.9981,0.1494,0.2288,0.1666,0.457,0.0182,0.28,170856696,869466,-0.0093,-0.4316,0
TXN-2022-0120,2022-05-21,Musharaka,Qurilish,Boshqa,696,28,4.4,0.1109,2,0,4,Boshqa,0.6535,3.636,0.2032,36,188791963,53164774,0.1989,0.2641,0.8623,0.3466,0.1827,1,0.4745,2,0,,0.2863,0.1104,0.0719,0.25,0.0768,1.0812,0.5102,1063.477,0.5293,0.7074,0.0725,0.2885,0.0,0.4059,0.1416,0.6,53164774,4517909,-0.0297,0.2558,0
