xizmat_turi,mintaqa,sektor,kredit_ball,yosh,tajriba,oldingi_kreditlar,oldingi_defaultlar,moliyalash_miqdori,muddat_oy,foyda_stavkasi,ltv_nisbati,qarz_xizmat_nisbati,likvidlik,leverage,garov_sifati,sharia_audit,gharar_darajasi,maysir_ekspozitsiya,halal_sertifikat,bozor_volatilligi,yim_osishi,inflyatsiya,valyuta_tebranishi,neft_narxi,bank_indeksi,pd_qiymati,ead,lgd,kutilgan_zarar,default_holati,risk_darajasi,risk_kodi,xizmat_enc,mintaqa_enc,sektor_enc
Musharaka,Samarqand,Eksport,743,58,13,3,0,82686,60,0.2574,0.7464,0.2231,0.4885,0.8333,4,0.8053,0.3599,0.157,1,0.2144,0.052,0.1121,0.0193,0.1039,-0.0799,0.806,135901,0.5246,57466,1,Juda Yuqori,3,2,4,0
Musharaka,Toshkent,Xizmat,598,46,6,3,0,26375,84,0.2033,0.4558,0.3229,0.8368,0.5826,4,0.9597,0.1002,0.0374,1,0.2026,0.0675,0.116,0.0747,0.2028,0.2162,0.1739,45146,0.7037,5523,1,O'rta,1,2,5,5
Musharaka,Namangan,Xizmat,693,38,9,1,0,44409,84,0.3001,0.4768,0.2493,0.7809,0.4859,2,0.7263,0.1053,0.0119,1,0.2257,0.0373,0.1274,0.0914,0.068,0.1377,0.3382,91059,0.4963,15282,1,Yuqori,2,2,2,5
Murabaha,Samarqand,Qurilish,589,31,16,0,0,20484,60,0.1784,0.6797,0.3624,0.671,0.6322,4,0.7344,0.1555,0.2058,1,0.1293,0.0345,0.088,0.0243,0.1525,0.077,0.3523,29620,0.5724,5973,1,Yuqori,2,1,4,3
Murabaha,Qashqadaryo,Eksport,579,28,17,2,0,247684,24,0.0813,0.7411,0.1387,0.7301,0.5651,3,0.8361,0.237,0.1386,1,0.0695,0.0685,0.0691,0.0016,-0.0345,0.1769,0.2532,267827,0.2962,20085,1,Yuqori,2,1,3,0
Murabaha,Toshkent,Qishloq xo'jaligi,613,25,22,3,0,11470,60,0.0874,0.656,0.0656,0.7821,0.1109,4,0.8659,0.4187,0.0245,1,0.1423,0.0781,0.0713,0.1085,-0.2592,-0.0003,0.0706,13976,0.3785,373,0,Past,0,1,5,2
Musharaka,Namangan,Eksport,505,62,23,2,0,61588,36,0.3407,0.482,0.2444,0.7678,0.8045,5,0.9054,0.1538,0.2619,1,0.2574,0.0323,0.1201,0.032,-0.0337,0.251,0.6079,93060,0.4217,23856,1,Juda Yuqori,3,2,2,0
Murabaha,Farg'ona,Xizmat,611,31,22,1,0,16256,36,0.1502,0.4296,0.3743,0.5985,0.1675,3,0.8953,0.0289,0.2722,1,0.0692,0.0701,0.0699,0.0595,-0.1001,0.0561,0.1181,19918,0.459,1079,0,O'rta,1,1,1,5
Musharaka,Toshkent,Qurilish,679,25,23,4,0,140744,84,0.3777,0.6148,0.1053,0.3856,0.8153,4,0.7258,0.0722,0.2127,1,0.2327,0.05,0.1378,0.0564,-0.0664,0.1179,0.6421,326788,0.5064,106260,1,Juda Yuqori,3,2,5,3
Sukuk,Farg'ona,Xizmat,584,46,22,2,0,488739,84,0.066,0.6969,0.539,0.8959,0.5682,4,0.7849,0.0585,0.0268,1,0.0446,0.0383,0.1077,0.0956,0.0146,0.0398,0.138,601650,0.1528,12686,0,O'rta,1,3,1,5
Murabaha,Namangan,Xizmat,589,60,9,2,0,23503,6,0.1573,0.7493,0.4097,0.7596,0.8711,5,0.7332,0.1752,0.1512,1,0.0965,0.053,0.0756,0.0171,-0.0338,0.0008,0.3459,24428,0.3424,2893,0,Yuqori,2,1,2,5
Murabaha,Toshkent,Savdo,621,25,18,2,0,24643,36,0.1701,0.6407,0.6047,0.8358,0.6418,3,0.7095,0.3163,0.0757,1,0.1101,0.0304,0.1116,0.077,-0.1166,0.0205,0.6863,30930,0.4273,9069,1,Juda Yuqori,3,1,5,4
Ijara,Qashqadaryo,Xizmat,709,56,10,2,0,66712,84,0.0972,0.2649,0.7407,0.5239,0.8848,2,0.5968,0.0354,0.4,1,0.0627,0.0685,0.0597,0.0425,0.1951,0.0801,0.7117,89415,0.3963,25221,1,Juda Yuqori,3,0,3,5
Murabaha,Toshkent,Eksport,684,56,8,2,0,16755,60,0.1567,0.7497,0.7713,0.947,0.6974,1,0.815,0.1044,0.0639,1,0.1095,0.0141,0.074,0.0643,0.0974,-0.0636,0.6868,23319,0.6214,9953,1,Juda Yuqori,3,1,5,0
Murabaha,Namangan,Xizmat,605,35,16,3,0,10726,24,0.101,0.5822,0.2192,0.6017,0.4496,3,0.9474,0.3263,0.2059,0,0.1227,0.0655,0.1192,0.0137,0.3495,0.1014,0.5417,11809,0.2716,1737,0,Juda Yuqori,3,1,2,5
Murabaha,Toshkent,Qurilish,805,27,7,1,1,22613,36,0.1118,0.6933,0.0868,0.9056,0.2043,2,0.764,0.1564,0.0308,1,0.1032,0.0386,0.0909,0.0654,0.2915,0.0927,0.0699,26405,0.4064,750,0,Past,0,1,5,3
Murabaha,Namangan,Xizmat,799,30,24,1,0,74216,24,0.1628,0.3709,0.2061,0.5384,0.7986,1,0.6148,0.1833,0.1186,1,0.1058,0.0385,0.1026,0.0276,-0.2465,-0.0489,0.262,86296,0.4879,11029,0,Yuqori,2,1,2,5
Sukuk,Farg'ona,Ishlab chiqarish,585,50,17,3,0,114925,120,0.0954,0.6689,0.308,0.7254,0.5239,4,0.8555,0.1557,0.2875,1,0.1025,0.048,0.0939,0.0072,0.15,-0.0399,0.1604,169731,0.3176,8645,0,O'rta,1,3,1,1
Ijara,Toshkent,Qurilish,638,64,11,4,0,121406,84,0.0752,0.8312,0.2341,0.5921,0.2772,3,0.7261,0.1094,0.4,1,0.1433,0.0537,0.0718,0.095,-0.1035,0.0983,0.3277,153346,0.4159,20901,0,Yuqori,2,0,5,3
Musharaka,Farg'ona,Xizmat,631,22,2,4,0,37247,120,0.3692,0.5631,0.3295,0.9044,0.4274,3,0.9476,0.2457,0.0157,1,0.2304,0.0305,0.1241,0.0954,-0.3289,0.0025,0.3342,106000,0.4428,15688,0,Yuqori,2,2,1,5
Sukuk,Buxoro,Ishlab chiqarish,519,29,14,2,0,342102,36,0.0886,0.8551,0.3175,0.7626,0.3695,2,0.5905,0.0455,0.0846,1,0.0532,0.0403,0.0814,0.0489,-0.2389,0.0418,0.3883,387590,0.348,52379,1,Yuqori,2,3,0,1
Ijara,Buxoro,Xizmat,698,55,16,2,0,139255,12,0.0525,0.5115,0.3416,0.7842,0.8819,4,0.8465,0.0835,0.1407,1,0.1192,0.0498,0.1213,0.0335,-0.1733,-0.0029,0.1502,142913,0.3619,7769,0,O'rta,1,0,0,5
Murabaha,Namangan,Eksport,629,52,20,1,0,78017,6,0.0729,0.6385,0.453,0.8046,0.4487,4,0.8616,0.1646,0.4,1,0.1199,0.0262,0.0959,0.0528,-0.1523,-0.0264,0.4337,79438,0.3529,12158,1,Yuqori,2,1,2,0
Sukuk,Buxoro,Qurilish,652,37,13,1,0,20905,84,0.0793,0.4951,0.0806,0.7903,0.5092,3,0.55,0.1945,0.1787,1,0.0987,0.0411,0.0969,0.1015,0.1946,0.1479,0.0805,26706,0.2226,479,0,Past,0,3,0,3
Musharaka,Namangan,Qishloq xo'jaligi,790,24,23,3,0,223735,60,0.2946,0.6481,0.5737,0.9127,0.2397,2,0.95,0.2172,0.1349,1,0.2534,0.0525,0.1031,0.05,0.0695,-0.0021,0.5291,388512,0.6358,130686,0,Juda Yuqori,3,2,2,2
Ijara,Buxoro,Qishloq xo'jaligi,729,59,11,5,1,291797,12,0.0599,0.8258,0.3668,0.8584,0.3428,3,0.7911,0.2694,0.2273,1,0.1226,0.0802,0.1087,0.093,-0.213,0.0933,0.4706,300533,0.2869,40583,0,Juda Yuqori,3,0,0,2
Sukuk,Toshkent,Savdo,747,28,8,4,0,17492,84,0.0557,0.3809,0.4235,0.7216,0.1773,3,0.9167,0.0092,0.061,1,0.1114,0.0703,0.112,0.0504,-0.1301,0.1513,0.0156,20905,0.2034,67,0,Past,0,3,5,4
Murabaha,Toshkent,Eksport,575,40,9,0,0,49997,12,0.0818,0.6304,0.3409,0.5959,0.5377,3,0.7509,0.2306,0.0796,1,0.1518,0.0565,0.061,0.0567,0.0914,0.0872,0.314,52043,0.5162,8435,0,Yuqori,2,1,5,0
Murabaha,Toshkent,Ishlab chiqarish,705,44,15,3,0,18688,60,0.1064,0.5477,0.4586,0.7642,0.7514,3,0.6228,0.2729,0.0846,1,0.1685,0.0335,0.1052,0.0101,-0.269,0.0653,0.5628,23658,0.4811,6405,0,Juda Yuqori,3,1,5,1
Murabaha,Buxoro,Savdo,659,38,17,3,0,404949,36,0.0978,0.4595,0.1716,0.7778,0.7673,2,0.7282,0.3279,0.1332,1,0.0801,0.0436,0.09,0.0359,-0.2271,0.1497,0.3965,464325,0.504,92800,0,Yuqori,2,1,0,4
Musharaka,Farg'ona,Xizmat,657,34,16,1,0,31730,24,0.2395,0.4566,0.6618,0.7902,0.8271,2,0.7703,0.0177,0.084,1,0.2186,0.0551,0.0962,0.0696,-0.0962,0.1494,0.8455,39328,0.5969,19848,1,Juda Yuqori,3,2,1,5
Ijara,Namangan,Eksport,738,43,21,3,1,159496,24,0.0858,0.8665,0.4122,0.8035,0.3646,4,0.7961,0.2047,0.1094,1,0.1233,0.0731,0.1095,0.047,0.0942,-0.0848,0.4166,173187,0.3445,24856,0,Yuqori,2,0,2,0
Sukuk,Namangan,Eksport,647,24,16,3,1,23348,60,0.0703,0.5841,0.3167,0.4321,0.2677,3,0.7716,0.082,0.2621,1,0.0474,0.0837,0.0882,0.0817,0.0418,0.07,0.3452,27452,0.255,2416,0,Yuqori,2,3,2,0
Murabaha,Samarqand,Savdo,577,22,21,1,0,87977,36,0.0898,0.6432,0.2793,0.8052,0.6231,3,0.8943,0.2793,0.3004,1,0.1247,0.0593,0.1324,0.0502,-0.1428,-0.0558,0.5401,99822,0.429,23131,0,Juda Yuqori,3,1,4,4
Musharaka,Samarqand,Xizmat,635,44,6,3,0,64837,60,0.316,0.3775,0.6495,0.5825,0.8397,1,0.6473,0.4402,0.1286,1,0.2518,0.0589,0.0872,0.0,-0.0709,0.0236,0.9901,116061,0.6416,73721,1,Juda Yuqori,3,2,4,5
Murabaha,Toshkent,Eksport,591,25,4,4,0,432396,12,0.1595,0.2609,0.3026,0.6423,0.333,5,0.8513,0.0913,0.0623,1,0.121,0.0467,0.0487,0.0538,-0.0963,-0.024,0.0188,466868,0.3859,3391,0,Past,0,1,5,0
Murabaha,Toshkent,Eksport,650,38,17,3,0,22614,60,0.1492,0.376,0.1546,0.7171,0.4347,2,0.9242,0.0604,0.049,0,0.1509,0.083,0.099,0.0811,0.0663,0.0567,0.0888,31051,0.328,905,0,Past,0,1,5,0
Murabaha,Samarqand,Savdo,547,54,4,2,0,207972,12,0.1659,0.827,0.1811,0.6771,0.3845,2,0.8788,0.0653,0.0158,1,0.1347,0.0653,0.0799,0.0189,0.1427,0.0717,0.2459,225223,0.43,23816,0,O'rta,1,1,4,4
Murabaha,Namangan,Qishloq xo'jaligi,531,34,5,4,1,8688,6,0.0752,0.6603,0.373,0.7814,0.4331,2,0.6475,0.2484,0.0272,1,0.1242,0.0301,0.128,0.0625,0.4198,0.1264,0.8544,8852,0.3629,2744,1,Juda Yuqori,3,1,2,2
Sukuk,Toshkent,Eksport,626,51,7,4,0,5278,120,0.0414,0.8525,0.5037,0.7578,0.2848,3,0.9205,0.101,0.0666,1,0.0587,0.0485,0.1186,0.0693,0.2897,0.0147,0.1343,6372,0.3135,268,0,O'rta,1,3,5,0
Murabaha,Farg'ona,Qishloq xo'jaligi,603,27,16,5,2,89084,36,0.1203,0.4275,0.2247,0.8269,0.6139,4,0.7954,0.1396,0.2234,1,0.0747,0.0639,0.0765,0.0839,0.466,-0.0322,0.3311,105164,0.4435,15445,0,Yuqori,2,1,1,2
Musharaka,Toshkent,Savdo,599,49,18,2,0,38089,36,0.1286,0.5605,0.48,0.6905,0.4731,3,0.7548,0.1692,0.1319,1,0.2122,0.0588,0.0978,0.0049,0.2281,0.1071,0.6847,45436,0.6334,19706,1,Juda Yuqori,3,2,5,4
Ijara,Buxoro,Qurilish,603,62,22,2,1,30518,24,0.1068,0.7846,0.4793,0.854,0.3657,3,0.9118,0.1375,0.0144,1,0.1028,0.062,0.1359,0.0939,-0.2684,0.0862,0.3886,33778,0.4077,5352,1,Yuqori,2,0,0,3
Murabaha,Samarqand,Qurilish,672,60,16,0,0,155334,12,0.1582,0.3501,0.527,0.5933,0.2348,3,0.8708,0.5,0.0618,1,0.1758,0.0529,0.091,0.0461,-0.1274,0.1027,0.4871,167620,0.3699,30207,0,Juda Yuqori,3,1,4,3
Sukuk,Samarqand,Qishloq xo'jaligi,572,25,22,1,0,45791,24,0.0707,0.7849,0.2271,0.5118,0.5524,3,0.8791,0.1458,0.1434,1,0.0713,0.0393,0.0757,0.0062,-0.0624,0.1464,0.2325,49030,0.2694,3072,1,O'rta,1,3,4,2
Sukuk,Farg'ona,Qishloq xo'jaligi,694,61,7,5,0,9541,120,0.0949,0.4003,0.2674,0.9213,0.4435,3,0.8153,0.0345,0.0878,1,0.0595,0.0687,0.0654,0.0194,0.0077,0.0212,0.0102,14067,0.2543,36,0,Past,0,3,1,2
Murabaha,Namangan,Savdo,804,41,24,4,0,32039,12,0.1706,0.4548,0.1945,0.7624,0.5185,4,0.7943,0.489,0.3634,1,0.104,0.0888,0.1136,0.0242,-0.0271,0.0328,0.14,34772,0.6073,2957,0,O'rta,1,1,2,4
Musharaka,Farg'ona,Savdo,685,55,1,3,0,652029,120,0.3032,0.5221,0.347,0.5699,0.6455,2,0.739,0.096,0.0513,1,0.2593,0.0516,0.1207,0.0399,0.0847,0.0309,0.7006,1640341,0.4847,557052,0,Juda Yuqori,3,2,1,4
Murabaha,Qashqadaryo,Qishloq xo'jaligi,607,37,3,2,0,505394,36,0.1153,0.8199,0.6267,0.7357,0.4755,3,0.8662,0.2714,0.0547,1,0.1236,0.0395,0.115,0.0679,0.2557,0.0783,0.6689,592780,0.556,220458,1,Juda Yuqori,3,1,3,2
Murabaha,Namangan,Eksport,716,42,20,3,1,59953,60,0.1774,0.4049,0.207,0.5923,0.4037,3,0.9265,0.0308,0.018,0,0.1187,0.0633,0.0932,0.0155,0.1296,-0.0155,0.0878,86544,0.5971,4537,0,Past,0,1,2,0
Murabaha,Namangan,Ishlab chiqarish,656,32,6,1,0,168384,24,0.1176,0.5533,0.5955,0.5945,0.5953,3,0.7371,0.4733,0.113,1,0.1224,0.0626,0.1037,0.0558,-0.0071,0.048,0.8081,188179,0.3276,49816,1,Juda Yuqori,3,1,2,1
Musharaka,Toshkent,Eksport,635,54,23,2,0,213585,120,0.3685,0.6438,0.14,0.7456,0.4336,2,0.6693,0.2091,0.2465,1,0.253,0.0447,0.0925,0.0725,0.0663,0.1329,0.6952,607075,0.728,307268,1,Juda Yuqori,3,2,5,0
Musharaka,Farg'ona,Eksport,775,49,1,5,0,11626,60,0.3794,0.5325,0.3556,0.8904,0.2968,1,0.8949,0.1854,0.0412,1,0.247,0.0645,0.0999,0.0424,-0.0424,0.0591,0.2558,22652,0.6336,3671,0,Yuqori,2,2,1,0
Murabaha,Toshkent,Eksport,559,27,3,5,1,41140,12,0.106,0.2503,0.3404,0.9961,0.655,3,0.9353,0.1202,0.0744,1,0.146,0.0592,0.0909,0.0555,-0.0578,0.1775,0.1691,43321,0.4431,3245,0,O'rta,1,1,5,0
Murabaha,Toshkent,Qishloq xo'jaligi,536,28,23,0,0,21525,24,0.0791,0.4472,0.2994,0.5188,0.2722,3,0.7225,0.1698,0.0689,1,0.1333,0.0296,0.0898,0.0617,0.0408,0.0895,0.288,23227,0.4394,2939,0,Yuqori,2,1,5,2
Sukuk,Samarqand,Qurilish,794,51,21,2,0,30004,120,0.0744,0.7881,0.3271,0.8331,0.5985,2,0.7134,0.4414,0.132,1,0.0508,0.0444,0.0864,0.0096,-0.0674,-0.0122,0.2698,41171,0.1439,1599,0,Yuqori,2,3,4,3
Murabaha,Toshkent,Ishlab chiqarish,607,52,1,1,0,110813,36,0.179,0.4536,0.3638,0.7066,0.5382,3,0.8153,0.0679,0.1614,1,0.0889,0.0336,0.1152,0.0486,-0.0495,-0.0452,0.2229,140565,0.3294,10321,0,O'rta,1,1,5,1
Murabaha,Qashqadaryo,Xizmat,654,43,22,4,0,68664,36,0.1277,0.8508,0.3525,0.6122,0.65,3,0.6601,0.0315,0.1821,1,0.0862,0.0672,0.0949,0.0282,-0.2292,0.0191,0.4191,81818,0.4638,15906,1,Yuqori,2,1,3,5
Musharaka,Farg'ona,Xizmat,611,41,12,2,0,280140,120,0.2437,0.8086,0.2625,0.79,0.4823,4,0.878,0.0891,0.0605,1,0.2463,0.034,0.1054,0.0669,-0.2232,-0.0672,0.2886,621547,0.5858,105083,0,Yuqori,2,2,1,5
Sukuk,Farg'ona,Xizmat,729,44,11,4,0,32233,36,0.0619,0.3989,0.4999,0.7938,0.1123,3,0.8808,0.1966,0.1266,1,0.0608,0.0901,0.085,0.0976,-0.0709,-0.0105,0.0393,35224,0.3327,461,0,Past,0,3,1,5
Murabaha,Qashqadaryo,Ishlab chiqarish,645,24,9,4,0,93254,24,0.1097,0.348,0.05,0.8961,0.6594,4,0.9543,0.0785,0.0364,1,0.1115,0.0416,0.1002,0.1085,-0.1387,-0.0021,0.0108,103483,0.4933,550,0,Past,0,1,3,1
Ijara,Toshkent,Ishlab chiqarish,652,27,21,3,0,26389,60,0.0531,0.7055,0.3966,0.6564,0.5086,3,0.8687,0.2706,0.1705,1,0.1417,0.0279,0.0686,0.0357,0.2398,0.0826,0.3314,29890,0.4043,4005,0,Yuqori,2,0,5,1
Ijara,Toshkent,Ishlab chiqarish,583,55,19,4,0,26832,60,0.0622,0.6074,0.4965,0.628,0.1046,3,0.8926,0.0278,0.2017,1,0.0895,0.0695,0.1122,0.0288,-0.1792,0.0169,0.2587,31006,0.4417,3544,0,Yuqori,2,0,5,1
Murabaha,Samarqand,Qishloq xo'jaligi,548,24,11,1,0,12063,12,0.1087,0.4174,0.2333,0.9522,0.8132,4,0.6185,0.3733,0.1208,1,0.1422,0.0593,0.0679,0.0206,0.1919,0.1419,0.3632,12719,0.4777,2207,0,Yuqori,2,1,4,2
Ijara,Farg'ona,Qishloq xo'jaligi,616,36,5,3,0,132230,36,0.1213,0.5055,0.1965,0.7799,0.473,5,0.7153,0.116,0.025,0,0.0916,0.0497,0.1093,0.1107,-0.0281,0.0813,0.0283,156282,0.3185,1408,0,Past,0,0,1,2
Murabaha,Toshkent,Xizmat,594,54,18,2,0,84572,60,0.0847,0.9003,0.4062,0.7921,0.3141,4,0.55,0.1323,0.221,1,0.1155,0.0522,0.055,0.0393,0.1522,0.0832,0.4314,102475,0.42,18564,0,Yuqori,2,1,5,5
Musharaka,Samarqand,Ishlab chiqarish,759,36,3,1,0,20503,36,0.2584,0.5649,0.7964,0.5158,0.3969,3,0.6099,0.077,0.0301,1,0.2359,0.0844,0.1178,0.0373,-0.2189,0.1456,0.8428,28451,0.5758,13806,1,Juda Yuqori,3,2,4,1
Musharaka,Samarqand,Eksport,752,44,15,5,1,181042,120,0.337,0.51,0.3805,0.7682,0.679,3,0.9357,0.34,0.0574,1,0.2827,0.0341,0.1062,0.0547,0.0269,0.0455,0.7144,486141,0.5738,199262,1,Juda Yuqori,3,2,4,0
Musharaka,Namangan,Ishlab chiqarish,616,44,13,2,1,56028,36,0.1348,0.7446,0.3785,0.8603,0.6022,4,0.6807,0.2194,0.0057,1,0.2588,0.0602,0.0917,0.0669,0.144,0.0194,0.7478,67356,0.5246,26423,1,Juda Yuqori,3,2,2,1
Murabaha,Qashqadaryo,Xizmat,550,36,4,1,0,465199,36,0.1442,0.5647,0.2142,0.7859,0.2962,3,0.939,0.4136,0.1265,1,0.0842,0.0518,0.0759,0.0516,-0.035,0.0541,0.2183,565795,0.3711,45835,0,O'rta,1,1,3,5
Ijara,Samarqand,Savdo,687,36,21,2,1,217127,36,0.1258,0.3485,0.5199,0.7156,0.2317,1,0.8708,0.1084,0.1029,0,0.1147,0.0344,0.09,0.0563,0.1001,0.1594,0.4556,258088,0.4684,55076,0,Juda Yuqori,3,0,4,4
Murabaha,Samarqand,Ishlab chiqarish,531,59,1,2,0,23483,6,0.1084,0.5028,0.3059,0.7678,0.6798,4,0.55,0.0801,0.2408,1,0.113,0.0884,0.1191,0.0293,-0.0715,0.0608,0.4281,24120,0.5902,6095,0,Yuqori,2,1,4,1
Murabaha,Buxoro,Eksport,558,42,10,4,0,17981,6,0.1736,0.4088,0.3884,0.8459,0.8443,5,0.85,0.3149,0.0653,1,0.1151,0.0546,0.0988,0.0592,-0.0982,0.0765,0.1913,18761,0.5901,2118,1,O'rta,1,1,0,0
Murabaha,Buxoro,Eksport,596,38,7,1,0,73959,6,0.1364,0.6271,0.3144,0.8078,0.8721,4,0.6762,0.1839,0.2684,1,0.0766,0.0638,0.1104,0.0439,0.1186,0.0452,0.5486,76480,0.3797,15933,0,Juda Yuqori,3,1,0,0
Musharaka,Samarqand,Qurilish,765,61,11,2,0,61009,12,0.172,0.8017,0.4485,0.9704,0.1344,3,0.5528,0.1604,0.0075,0,0.2362,0.0516,0.0809,0.0129,0.0766,0.0493,0.4485,66256,0.5339,15866,0,Yuqori,2,2,4,3
Ijara,Qashqadaryo,Ishlab chiqarish,763,24,3,2,0,7071,36,0.0587,0.5619,0.5804,0.8364,0.2046,3,0.8495,0.27,0.1203,1,0.1246,0.0582,0.0735,0.0409,0.0003,-0.1311,0.1229,7694,0.3994,378,0,O'rta,1,0,3,1
Murabaha,Qashqadaryo,Qishloq xo'jaligi,674,22,12,3,1,153775,12,0.1141,0.6977,0.4407,0.7437,0.2348,3,0.7504,0.1259,0.0242,1,0.145,0.0648,0.0812,0.0719,-0.0692,0.0659,0.3039,162546,0.5837,28830,1,Yuqori,2,1,3,2
Musharaka,Namangan,Qishloq xo'jaligi,613,58,16,2,0,106431,60,0.1879,0.5608,0.1824,0.5171,0.6517,5,0.8805,0.0327,0.0796,0,0.2258,0.0429,0.1128,0.0411,-0.2689,0.183,0.3172,156426,0.7078,35120,0,Yuqori,2,2,2,2
Murabaha,Toshkent,Xizmat,722,48,19,2,0,7769,36,0.1595,0.6827,0.2646,0.6319,0.1894,4,0.8542,0.169,0.124,1,0.1438,0.0685,0.1249,0.0016,0.2996,0.1279,0.0986,9628,0.5363,509,1,Past,0,1,5,5
Ijara,Namangan,Qishloq xo'jaligi,638,32,10,3,1,22310,84,0.1296,0.5814,0.5539,0.7232,0.1739,4,0.8327,0.1045,0.2534,1,0.1076,0.0498,0.0922,0.0164,0.3207,0.1145,0.2019,32429,0.324,2122,0,O'rta,1,0,2,2
Murabaha,Samarqand,Xizmat,652,27,8,3,0,95814,60,0.1533,0.3838,0.3505,0.6561,0.6612,3,0.8735,0.1337,0.0565,1,0.0979,0.046,0.096,0.0299,0.1306,-0.0699,0.0698,132545,0.4951,4583,0,Past,0,1,4,5
Ijara,Farg'ona,Qishloq xo'jaligi,724,64,10,2,1,17888,24,0.1061,0.9426,0.3882,0.7086,0.2848,5,0.7515,0.174,0.112,0,0.0837,0.0435,0.0972,0.0379,-0.0569,-0.0005,0.3655,19787,0.4887,3534,1,Yuqori,2,0,1,2
Murabaha,Samarqand,Qurilish,678,39,16,4,0,129480,36,0.1062,0.7238,0.2644,0.8766,0.6434,3,0.8286,0.4958,0.3318,0,0.1578,0.0686,0.1088,0.0275,0.2621,0.0424,0.8147,150110,0.5275,64510,1,Juda Yuqori,3,1,4,3
Sukuk,Samarqand,Ishlab chiqarish,654,24,5,3,0,30159,24,0.0476,0.6787,0.3498,0.5663,0.7453,2,0.5714,0.0908,0.0343,1,0.0706,0.0406,0.1142,0.0561,-0.1008,0.1155,0.3808,31596,0.1,1203,0,Yuqori,2,3,4,1
Murabaha,Farg'ona,Ishlab chiqarish,667,54,4,3,1,59464,12,0.0934,0.6313,0.7526,0.81,0.1259,5,0.877,0.0697,0.2068,1,0.1404,0.054,0.0884,0.0432,-0.1248,-0.0507,0.3602,62240,0.4878,10937,0,Yuqori,2,1,1,1
Murabaha,Farg'ona,Ishlab chiqarish,640,53,20,1,0,94427,12,0.0784,0.7445,0.5499,0.9219,0.1908,4,0.7711,0.1053,0.0954,1,0.104,0.0617,0.0794,0.0029,0.133,-0.0466,0.1103,98130,0.513,5553,0,O'rta,1,1,1,1
Murabaha,Qashqadaryo,Savdo,827,57,13,3,1,7423,12,0.1102,0.5839,0.4076,0.6848,0.5912,3,0.8151,0.0207,0.0301,0,0.1053,0.0586,0.1176,0.0136,-0.082,0.0548,0.3607,7831,0.414,1170,0,Yuqori,2,1,3,4
Sukuk,Toshkent,Eksport,398,47,1,0,0,5684,24,0.068,0.7576,0.0976,0.6339,0.7098,2,0.8251,0.1472,0.0998,1,0.1079,0.0663,0.058,0.0469,0.0334,0.0097,0.3698,6071,0.2206,495,0,Yuqori,2,3,5,0
Sukuk,Namangan,Qurilish,637,31,18,4,2,93985,36,0.0447,0.6703,0.4444,0.4892,0.4037,5,0.8235,0.1064,0.1015,1,0.0611,0.025,0.0974,0.0444,0.1539,0.0331,0.3337,100281,0.2954,9887,1,Yuqori,2,3,2,3
Murabaha,Samarqand,Eksport,790,50,23,1,0,102149,6,0.1784,0.5443,0.5553,0.9291,0.2247,3,0.7885,0.0468,0.1551,1,0.1213,0.0484,0.1042,0.0397,-0.1812,-0.031,0.0443,106706,0.3454,1634,0,Past,0,1,4,0
Ijara,Samarqand,Ishlab chiqarish,662,56,6,0,0,70108,12,0.1,0.642,0.3372,0.6538,0.6897,2,0.9424,0.3838,0.2813,1,0.0805,0.0351,0.0715,0.0376,0.1681,0.1291,0.6967,73613,0.3839,19692,0,Juda Yuqori,3,0,4,1
Ijara,Toshkent,Ishlab chiqarish,542,59,1,2,0,125917,24,0.0867,0.5287,0.3287,0.76,0.593,3,0.9575,0.3281,0.1595,1,0.112,0.0722,0.0904,0.0882,-0.238,0.1262,0.4336,136834,0.288,17091,0,Yuqori,2,0,5,1
Musharaka,Buxoro,Savdo,592,52,18,2,0,25275,12,0.2972,0.7408,0.3744,0.8792,0.7343,4,0.5774,0.3261,0.1467,1,0.2815,0.0571,0.072,0.0218,0.0142,0.06,0.8482,29031,0.6109,15042,1,Juda Yuqori,3,2,0,4
Musharaka,Qashqadaryo,Xizmat,551,52,13,2,0,322540,24,0.3354,0.3846,0.3805,0.5478,0.4409,4,0.7709,0.0736,0.1027,1,0.2801,0.0621,0.1157,0.0162,-0.0147,0.1051,0.6062,430723,0.6719,175448,1,Juda Yuqori,3,2,3,5
Murabaha,Namangan,Savdo,557,29,8,1,0,62920,24,0.1254,0.5489,0.553,0.5405,0.4917,3,0.6371,0.1819,0.05,1,0.1105,0.0515,0.1041,0.0351,0.2149,0.047,0.703,70811,0.4666,23229,0,Juda Yuqori,3,1,2,4
Murabaha,Toshkent,Eksport,721,56,4,3,0,422701,12,0.0806,0.5142,0.557,0.8862,0.7112,4,0.7836,0.2485,0.2747,1,0.1006,0.0839,0.12,0.0352,-0.0963,0.1297,0.3614,439741,0.3819,60691,1,Yuqori,2,1,5,0
Sukuk,Qashqadaryo,Xizmat,747,27,24,1,0,20991,120,0.05,0.7478,0.5493,0.5657,0.6565,2,0.7747,0.2955,0.1547,1,0.0563,0.0541,0.0989,0.0288,-0.1517,0.0716,0.6924,26241,0.2844,5167,1,Juda Yuqori,3,3,3,5
